标题,标签,2,…,在,4,：,人,是,有,什么,做,震惊,这样,不,就,个,都,这,3,！,？
选马匹体质还要分湿润、干燥？聊军马前，这篇战马宝典一定要读,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
瑜伽热身体式！让你伸展和收缩身体的每一部分肌肉，运动效果翻倍,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
赵丽颖产后1年，身材恢复如健身教练，她吃这些对好身材太有效,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
最省钱养花秘籍：老人盆栽牢记4点，花苗、土、水肥都解决了,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
五款充满浪漫气息的葡萄酒，与炎炎夏日最相配,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 分钟经典流瑜伽序列，减脂＆瘦全身，效果杠杠滴！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
几个方法提高热量消耗，促进燃脂，让你慢慢瘦下来,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
发财树盆里放铁钉，就能补充铁元素？小花匠告诉你“真相”,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,53
许可馨应对舆论似乎只有躲和骂，不妨借鉴太极宗师马保国和舆论过招的经验,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栀子花就要惯着养，满足它3个“喜好”，叶片不黄，年年开花,1,0,0,0,0,0,0,0,0,0,12,0,15,0,0,16,0,0,20,0,0
分清楚香香花和臭臭花，可别买错了，不然满屋都是臭味,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0
走路锻炼有个最佳“配速”,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
周末清晨跑步计划！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
周末清晨跑步计划！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
走路锻炼有个最佳“配速”,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奇朔红酒故事大赏,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33岁的赵丽颖，身姿曼妙如少女，疯狂健身调控饮食，快瘦成了小伙,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其实，你可能不懂什么是“慢跑”！,1,0,0,0,0,0,0,10,0,11,0,0,0,15,0,0,0,0,0,48,0
穿束腰带的女生，真的瘦了吗？这3个动作才能拯救你的腰,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,20,0,53
酸类物质在白酒中的作用有这几点,1,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,17,0,0,0
【美食】法国人对巧克力的喜爱，远远超过很多人的认知范围！,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,48,0
为什么跑得越来越远，身体却越来越差？,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,53
4种皮实好养的花，怎么养都不死，轻松爆盆开满花，最适合新手养,0,0,0,0,10,0,0,0,0,0,12,0,0,15,0,0,16,0,0,0,0
酸类物质在白酒中的作用有这几点,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,17,0,0,0
买买买！除了好茶，茶博会现场还有很多好东西！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
太极：中国人不懂，巴西人却领悟了！,0,0,0,0,0,10,10,0,0,0,0,0,0,15,0,0,0,0,0,48,0
3款低脂主食，特别有饱腹感，越吃越瘦，腰腿都变细了,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,16,0,20,0,0
茶叶喝完了剩下的茶叶渣，作用多别浪费，聪明人都收起来了,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
42 岁却形似“老妇”，她说：是瑜伽救了我！,1,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,48,0
3家新开的“网红咖啡馆”火速打卡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
52岁的伊能静，皮肤紧致身材好，饮食坚持3个原则，轻松瘦了25斤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,20,0,0
又想增肌增重又怕长胖，教你两个方法，低体脂下照样练出大肌肉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20多岁就早早进入发福发胖期，远离身材走样，你需要做到2点,1,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
大号塑料瓶别扔了，放张光盘在上面还有这妙用，家家户户都用得到,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0
坚持长期慢跑有哪些好处？每天五公里，4大惊喜的变化等着你！,1,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,48,53
我只是武术界一枚小学生，王庆民在线叫马大师做人，却被嘲单身？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
四川尚有3例确诊病例在院隔离治疗,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
便秘型肠易激综合征与功能性便秘，傻傻分不清？一文带你读懂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
戒烟难？这招可以轻松戒烟！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53
辟谣！隔夜茶有毒，喝了还会致癌？专家给出了答案,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53
乙肝临床急需新药！新研究发现潜在抗乙肝因子—SERINC5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
舒兰、牡丹江、绥芬河，新冠疫情怎样了,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
喝牛尿，埋土里？层出不穷的“印度式抗疫”，再次刷新网友的三观,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
雷雨马上到！温度暴降！还有钟南山最新提醒……,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
经常吃大米饭的人，更容易得糖尿病？教你3招放心吃大米饭,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,53
如何正确使用吸入剂？并非吸一吸那么简单！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53
乐扣乐扣PP保鲜盒上海抽查不合格 问题出在标签标识,1,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
腐乳中亚硝酸盐含量高，吃了会致癌？营养师：有4种食物需要注意,1,0,0,0,10,10,0,0,11,0,0,13,0,0,0,0,0,0,0,0,53
66个药品品规全国断供？误读！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,48,53
急！这个“长假”眼睛要废掉了！如何防控近视，专家告诉你！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
肝硬化病人如何进行日常护理,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夏天到了，新冠病毒传播会减弱吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
宝宝刚出生，带了个“巨球”比身体还大！接下来一幕惊心动魄,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,48,0
“十人九痔”是小病？痔疮拖久了会癌变？早知道少遭罪,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53
血压高除了合理用药外，还得坚持做好3点，让血压平稳不“飙升”,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0
樱桃，心脏的阿司匹林,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
酒，成为文化，可能是发明酒的人所始料不及的,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
人不是越长寿越好，其实能够活到这个岁数，已经很让人羡慕了,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白云区人民医院正式独立开展新冠核酸检测,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
巧用丹参汁加此物，从此“告别”膝盖痛，64岁大爷“健步如飞”,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
这三个“指标”正常，肿瘤才算治愈了！—抗癌管家-康爱管家,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,48,0
开设戒烟门诊！这家医院运用中西医结合等手段帮人戒烟,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
今日《科学》亮点：用手机控制基因表达，这是什么黑科技？,1,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,53
新研究！耳朵的秘密，让人吃一惊！看看你是不是长寿耳,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,48,0
乙肝病史多年没在意，医院检查肝功转氨酶1000多，确诊肝癌！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
皮肤瘙痒、骨骼变形……是不是它在作怪？,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
巴西新增逾2.6万例新冠肺炎确诊病例 系单日最大增幅,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6月1日起调整！江西疾控重要提醒！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
新冠疫情冷知识：呼吸道飞沫体积多大小？,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
减肥的人看过来，这种食物被称为“减肥利器”，你知道是什么吗？,1,0,0,0,0,0,10,10,0,11,0,0,0,0,0,0,0,0,0,0,53
杭州一对夫妻在面馆吃出一堆蛆虫，店家下一幕的动作让人看呆……,1,0,9,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
健身小白想要练出好身材，不会制定计划，新手攻略来了！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
出生时1斤半，出院时9斤，超早产儿的百日重生记,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鸡蛋减肥法，瘦身效果太惊人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中国每年37万人确诊肝癌，医生忠告，预防肝癌，晚上请坚持四不要,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上海昨日无新增确诊病例，尚在医学观察中的无症状感染者为0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
网友怒了！全家便利店道歉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
高血压患者怎么吃？3个饮食原则不重视，别怪血压难控制,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,20,0,53
鸡蛋减肥法，瘦身效果太惊人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中老年人，睡觉时出现两大表现，或是在暗示你：血液太粘稠了,1,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
为什么有的夫妇一直生男孩或者女孩？,1,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,53
《柳叶刀》：中国癌症大数据发布！部分患者5年生存率已超80％,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
医生：血管堵的人，身上会有3种表现，若你一个也不占，恭喜！,1,0,0,0,0,10,10,0,11,0,0,13,0,15,0,0,0,0,20,48,0
这份榜单美国排第4，中国第79！别再骂体育课了，你家孩子动得太少了,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
武汉650万人核酸检测结果已曝光，结果令人安心,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
以为是慢性咽炎，却查出是食道癌，两者该如何区分？,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53
12吨医疗物资飞抵伦敦，南航在汉开通第二条“客改货”航线,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
老人多做这项运动，提高反应力，防治痴呆！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
智利新增3695例新冠肺炎确诊病例，累计超9万例,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
陶勇上班后再遇曾为自己挡刀的患者，陶勇笑了，看见那双手顿时泪目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
群体免疫行不通，但“威力大减”的病毒变体可能是好消息,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
夏天天热，这个要命的病不能不防,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
首款国产高端“全自动胚胎冷冻存储系统”通过欧盟CE认证,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“并非无所畏惧，而是义不容辞”——记上海浦东国际机场海关疫情防控团队,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宝宝奶粉喝到几岁最合适？专家的建议能少花钱，主要是对娃更好,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53
天天把牛奶当水喝，身体会有怎样的变化？别不在意,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,53
“蝙蝠女侠”石正丽：新冠病毒不研究，还会来下一次！,1,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,48,0
最新！中国13所高校被美国列入实体制裁清单,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
原本健康的孩子，怎么突然就腹泻、乳糖不耐受了？,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,53
心脏好不好，脸知道！脸部若有这4种情况，尽快就医检查,1,0,0,0,10,0,0,0,11,0,0,13,0,0,0,0,0,17,0,48,0
孩子，吸烟不酷，请拒绝第一支烟,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
如果有人隐瞒艾滋，能从表现看出来吗？看完这些或许会有所了解,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
确保返校学生食品安全，清远开展联合督导检查,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
几点睡觉才叫“熬夜”呢？专家给出“答案”，并非你想的那样！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53
对不起，仅有一张心电图，我无法诊病！,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,48,0
14种被吹上天却没啥用的食物，快来看看！,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,48,0
睡前在腋下夹一瓶矿泉水，神奇的效果发生了……,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
钟南山、李兰娟等专家呼吁：不要吸烟！吸烟者更有可能得新冠肺炎、肺癌等病,1,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,48,0
一喝牛奶就拉肚子？怪牛奶还是怪你自己？这四招能破解,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,17,0,0,53
KRAS，TIGIT，CD47……这些热门靶点的最新进展你都知道么？,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,53
降低复发/死亡风险83％，阿斯利康泰瑞沙治疗早期肺癌3期结果惊艳,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
2020长沙健康生活节5月31日启动，12位名医现场义诊,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小时候，你吃过哪些奇奇怪怪的食物？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
诅咒、羞辱与污名……女性有可能告别月经吗？,1,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,53
地坛医院发表论文：50岁及以上患者发生危重症风险高,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6月1日起预约！海口第三批九价宫颈癌疫苗来了,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
正常人肺部有结节吗？肺部有结节严重吗？看完这篇文章您就明白了,1,0,0,0,0,0,0,0,11,0,0,0,0,0,15,0,0,17,0,0,53
一到夏天就容易拉肚子，跟哪些原因有关？别乱吃药，需找对病因,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,53
电子烟更安全？它的致癌物比烟草花样更多,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
淮安医院一14岁女孩肚子变大，家长以为是长胖！医生检查发现……,1,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,0
臭臭的螺蛳粉，为什么无数人爱吃？在线测评揭秘真相！,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,48,53
不满足于在抖音看“老鲜肉”，老年健身开始动真格了,1,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
【疫情通报】玉林市5月29日新冠肺炎疫情情况,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
快到模糊！这40秒“漂移”实在值得点赞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,48,0
20万人用药错误死亡，九成居民用药不合理，家庭药师真的有用吗？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
鄞州人民医院为恶性肿瘤患者带去希望,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
快到模糊！这40秒“漂移”实在值得点赞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,48,0
20万人用药错误死亡，九成居民用药不合理，家庭药师真的有用吗？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
鄞州人民医院为恶性肿瘤患者带去希望,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
关于手足口病你知道多少？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
日常容易流鼻血怎么回事？医生：或是这6种原因引起，注意规避,1,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,17,0,0,53
团省委：凉山先心病患儿义诊 两天筛查超5500人,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
关于血液，你可能不知道的几个奥秘！,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,48,0
苏木加白酒热敷，半月膝盖不痛了，滑膜炎、关节积液也“再见”了,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
世界无烟日！为了无烟的合川，和我们一起做一名控烟倡导者！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
黄璐琦战疫归来 誓用中国办法保护中国人,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
枸杞、红枣养生吃法排行榜，前3竟没有泡水！多少人白白浪费了好东西,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,48,0
洋头口社区健康驿站投用 可免费检测血糖等,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
我儿科门诊那个便血的孩子最后怎么样了？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
想防癌？或可多吃这4种食物，癌细胞见你都会“绕道走”,1,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,16,17,0,0,53
肝癌非常隐匿不易发现，专家：早期2处疼，暗示肝癌“近在咫尺”,1,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
武汉核酸检测现场，八旬老人听音认出15年前救命恩人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
便秘、腹痛反复发作，你真的了解便秘型肠易激综合征吗？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
吃素，到底毁了多少人！错误的“清淡饮食”有多可怕,1,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,48,0
失眠的怀孕妈妈该怎么办？一次搞懂怀孕失眠的4大原因！,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53
广而告之：若不想与尿毒症“牵手”，还请远离这4个行为,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0
糖尿病会引发抑郁？心理专家总结的4个“强心”建议，快收藏,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,53
胃病与胰腺癌要区分好！若总有这3个异常，或是胰腺癌来“敲门”,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,20,48,0
为什么跑步是很低效的减肥运动？因为减肥去运动，一开始就错了,1,0,0,0,0,0,0,10,0,11,0,0,0,0,15,0,0,0,0,0,53
这种病的传染性不亚于新冠肺炎，目前已进入高发期，务必做好防范,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
超声胃镜早期发现“癌王”,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
盛唐气象谁奠基？“盛唐密码”可以从这部法律中寻找,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
诸葛亮真是山野村夫吗？刘备有了他，才算真正融入荆州上流社会,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,53
平和南胜大矾山发现高地石垒，或与郑成功军队有关！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
狄青身为北宋一代名将，真的比岳飞还冤？宋仁宗：幸好遇见了我,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
平和南胜大矾山发现高地石垒，或与郑成功军队有关！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
大明中期几十万大军鏖战，双方阵亡仅几十人！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
同样都是纸币，为何古代银票很少有人造假？你看上面12字，咋造啊,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,0,53
12岁男孩统领3万童子军，扬言要征服亚洲，不料半路被贩卖成奴隶,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
河南中牟：《黄河赵口闸的由来》,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雍正帝驾崩时，为何嘱咐乾隆要善待果亲王？专家：他活着皇位才稳,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
她本可成为“欧洲武则天”，却被丈夫摧残成疯女，被儿子圈禁33年,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
排名第十位的梁山好汉：击败金军救出宋高宗，前往六和寺探望武松,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
为何在宋代，“寒门出贵子”成为一种普遍现象,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代的史官是如何创作《春秋》的？,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53
各有招数！五国博物馆馆长谈如何防疫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
蔡锷的一生，干了两件大事，爱了三个女人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南京太平天国历史博物馆一瞥,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
哥哥太穷妹妹太丑，两人干脆结婚，生下一子天下闻名,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
它们点亮宁波史前文明！四明大地，河姆渡文化谱系遗址有哪些,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,48,0
富金壁：以鼓为缶，指鹿为马——北京奥运会开幕式上的误会,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
日本最奇特的3大姓氏，女孩怎么取名都不好听，网友：像是在骂人,1,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0
大禹治水：近古社会走出了洪水劫难,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
超级藏心术，商鞅为什么会打动秦孝公,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
有远见的父母，都舍不得让孩子太“懂事”,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
中国人是水雷的发明人和最早使用人，比欧美国家早两个多世纪！,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,48,0
金、银骆驼的文物价值,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鲁国史话六：明明是给儿子娶妻，惠公自己反倒是获得了美好姻缘,1,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
吕成贵向中华长城博物馆捐赠长城文物藏品166件,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古代宁死不屈的三位猛将，一人死于关羽之手，另一人成为城隍,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
非要攻下城池？绕过去直奔目标不行吗？专家：绕了就死,1,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,53
这三国美国直呼惹不起：两个打得有阴影，一个“宠”得像公主,1,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,17,0,0,0
他是明朝太监，为何却能让顺治为他修墓，康熙为他立碑？,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53
西夏王陵中出土11件同类文物，它是最特别的，被誉为国之重宝,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
最后投降的日本兵，潜伏深山30年，期间打伤130人，1974年才肯投降,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
《却将谈笑洗苍凉》 回到现场，踏勘光绪朝政事,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
《雍正王朝》中八王议政逼宫，如果十三爷不来，雍正能翻盘吗？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
曹操当年杀华佗真的是因为多疑吗？终于明白，曹操才是最睿智的人,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,53
刘备为何要任命关羽镇守荆州，难道就没有人比他更合适吗？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,53
蒙古国深居内陆，为何也可以说是世界上最安全的国家？,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53
蒙古国深居内陆，为何也可以说是世界上最安全的国家？,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53
广西一个小县，人们都说湖南话，为何要从湖南划入广西呢？,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,53
一百多年前，法国人拍下了真实的清朝，别再被电视剧骗了,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
